uy;kode;key;product_name;broker_used;security_used;total_qs_reins_capacity;broker_qs_share;broker_sp_share;share_qs_per_panel_of_100_pct;komisi_qs_per_panel;komisi_sp_per_panel;share_qs_panel_of_share_reas;share_sp_panel_of_share_reas;panel_share_qs_of_broker_100_pct;tgl_awal;tgl_akhir;rumus;unique_code
2006;TRC;2006TRC;Asuransi Kredit Perdagangan;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.5;0.02;;0.01;0.325;0;0.02;0;1;0;0;2006Asuransi Kredit Perdagangan;2006Asuransi Kredit PerdaganganASURANSI ASEI INDONESIA, PT
2006;TRC;2006TRC;Asuransi Kredit Perdagangan;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.5;0.02;;0.01;0.325;0;0.02;0;1;0;0;2006Asuransi Kredit Perdagangan;2006Asuransi Kredit PerdaganganASURANSI BUMIPUTERA MUDA, PT
2006;TRC;2006TRC;Asuransi Kredit Perdagangan;ASURANSI PURIASIH, PT;ASURANSI PURIASIH, PT;0.5;0.02;;0.01;0.325;0;0.02;0;1;0;0;2006Asuransi Kredit Perdagangan;2006Asuransi Kredit PerdaganganASURANSI PURIASIH, PT
2006;TRC;2006TRC;Asuransi Kredit Perdagangan;ATRADIUS-RE;ATRADIUS-RE;0.5;0.2;;0.1;0.3;0;0.2;0;1;0;0;2006Asuransi Kredit Perdagangan;2006Asuransi Kredit PerdaganganATRADIUS-RE
2006;TRC;2006TRC;Asuransi Kredit Perdagangan;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;0.5;0.6;;0.3;0.25;0;0.6;0;1;0;0;2006Asuransi Kredit Perdagangan;2006Asuransi Kredit PerdaganganMUNICH REINSURANCE COMPANY KONINGINSTRASSE 107
2006;TRC;2006TRC;Asuransi Kredit Perdagangan;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.5;0.14;;0.07;0.35;0;0.14;0;1;0;0;2006Asuransi Kredit Perdagangan;2006Asuransi Kredit PerdaganganREASURANSI NASIONAL INDONESIA, PT
2006;CB;2006CB;Customs Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.15;1;;0.15;0.3;0;1;0;1;0;0;2006Customs Bond;2006Customs BondREASURANSI NASIONAL INDONESIA, PT
2006;KUK;2006KUK;Kredit Usaha Kecil Konvensional;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.06;0.166666667;;0.01;0.2;0;0.166666667;0;1;0;0;2006Kredit Usaha Kecil Konvensional;2006Kredit Usaha Kecil KonvensionalASURANSI ASEI INDONESIA, PT
2006;KUK;2006KUK;Kredit Usaha Kecil Konvensional;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.06;0.833333333;;0.05;0.2;0;0.833333333;0;1;0;0;2006Kredit Usaha Kecil Konvensional;2006Kredit Usaha Kecil KonvensionalREASURANSI NASIONAL INDONESIA, PT
2006;SB;2006SB;Surety Bond;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.35;0.014285714;;0.005;0.35;0;0.014285714;0;1;0;0;2006Surety Bond;2006Surety BondASURANSI ASEI INDONESIA, PT
2006;SB;2006SB;Surety Bond;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.35;0.042857143;;0.015;0.35;0;0.042857143;0;1;0;0;2006Surety Bond;2006Surety BondASURANSI BUMIPUTERA MUDA, PT
2006;SB;2006SB;Surety Bond;ASURANSI PURIASIH, PT;ASURANSI PURIASIH, PT;0.35;0.028571429;;0.01;0.33;0;0.028571429;0;1;0;0;2006Surety Bond;2006Surety BondASURANSI PURIASIH, PT
2006;SB;2006SB;Surety Bond;ASURANSI PURNA ARTANUGRAHA, PT;ASURANSI PURNA ARTANUGRAHA, PT;0.35;0.007142857;;0.0025;0.35;0;0.007142857;0;1;0;0;2006Surety Bond;2006Surety BondASURANSI PURNA ARTANUGRAHA, PT
2006;SB;2006SB;Surety Bond;ATRADIUS-RE;ATRADIUS-RE;0.35;0.142857143;;0.05;0.325;0;0.142857143;0;1;0;0;2006Surety Bond;2006Surety BondATRADIUS-RE
2006;SB;2006SB;Surety Bond;PARTNER REINSURANCE EUROPE LTD.;PARTNER REINSURANCE EUROPE LTD.;0.35;0.571428571;;0.2;0.31;0;0.571428571;0;1;0;0;2006Surety Bond;2006Surety BondPARTNER REINSURANCE EUROPE LTD.
2006;SB;2006SB;Surety Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.35;0.192857143;;0.0675;0.35;0;0.192857143;0;1;0;0;2006Surety Bond;2006Surety BondREASURANSI NASIONAL INDONESIA, PT
2007;TRC;2007TRC;Asuransi Kredit Perdagangan;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.55;0.018181818;;0.01;0.325;0;0.018181818;0;1;01/01/2007;31/12/2007;2007Asuransi Kredit Perdagangan;2007Asuransi Kredit PerdaganganASURANSI ASEI INDONESIA, PT
2007;TRC;2007TRC;Asuransi Kredit Perdagangan;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.55;0.018181818;;0.01;0.325;0;0.018181818;0;1;01/01/2007;31/12/2007;2007Asuransi Kredit Perdagangan;2007Asuransi Kredit PerdaganganASURANSI BUMIPUTERA MUDA, PT
2007;TRC;2007TRC;Asuransi Kredit Perdagangan;ASURANSI PURIASIH, PT;ASURANSI PURIASIH, PT;0.55;0.018181818;;0.01;0.325;0;0.018181818;0;1;01/01/2007;31/12/2007;2007Asuransi Kredit Perdagangan;2007Asuransi Kredit PerdaganganASURANSI PURIASIH, PT
2007;TRC;2007TRC;Asuransi Kredit Perdagangan;ATRADIUS-RE;ATRADIUS-RE;0.55;0.272727273;;0.15;0.3;0;0.272727273;0;1;01/01/2007;31/12/2007;2007Asuransi Kredit Perdagangan;2007Asuransi Kredit PerdaganganATRADIUS-RE
2007;TRC;2007TRC;Asuransi Kredit Perdagangan;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;0.55;0.545454545;;0.3;0.27;0;0.545454545;0;1;01/01/2007;31/12/2007;2007Asuransi Kredit Perdagangan;2007Asuransi Kredit PerdaganganMUNICH REINSURANCE COMPANY KONINGINSTRASSE 107
2007;TRC;2007TRC;Asuransi Kredit Perdagangan;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.55;0.127272727;;0.07;0.35;0;0.127272727;0;1;01/01/2007;31/12/2007;2007Asuransi Kredit Perdagangan;2007Asuransi Kredit PerdaganganREASURANSI NASIONAL INDONESIA, PT
2007;CB;2007CB;Customs Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.15;1;;0.15;0.3;0;1;0;1;01/01/2007;31/12/2007;2007Customs Bond;2007Customs BondREASURANSI NASIONAL INDONESIA, PT
2007;KUK;2007KUK;Kredit Usaha Kecil Konvensional;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.06;0.166666667;;0.01;0.2;0;0.166666667;0;1;01/01/2007;31/12/2007;2007Kredit Usaha Kecil Konvensional;2007Kredit Usaha Kecil KonvensionalASURANSI ASEI INDONESIA, PT
2007;KUK;2007KUK;Kredit Usaha Kecil Konvensional;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.06;0.833333333;;0.05;0.2;0;0.833333333;0;1;01/01/2007;31/12/2007;2007Kredit Usaha Kecil Konvensional;2007Kredit Usaha Kecil KonvensionalREASURANSI NASIONAL INDONESIA, PT
2007;SB;2007SB;Surety Bond;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.4;0.0125;;0.005;0.35;0;0.0125;0;1;01/01/2007;31/12/2007;2007Surety Bond;2007Surety BondASURANSI ASEI INDONESIA, PT
2007;SB;2007SB;Surety Bond;ASURANSI BUANA INDEPENDENT, PT;ASURANSI BUANA INDEPENDENT, PT;0.4;0.0125;;0.005;0.35;0;0.0125;0;1;01/01/2007;31/12/2007;2007Surety Bond;2007Surety BondASURANSI BUANA INDEPENDENT, PT
2007;SB;2007SB;Surety Bond;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.4;0.0375;;0.015;0.35;0;0.0375;0;1;01/01/2007;31/12/2007;2007Surety Bond;2007Surety BondASURANSI BUMIPUTERA MUDA, PT
2007;SB;2007SB;Surety Bond;ASURANSI PURIASIH, PT;ASURANSI PURIASIH, PT;0.4;0.025;;0.01;0.33;0;0.025;0;1;01/01/2007;31/12/2007;2007Surety Bond;2007Surety BondASURANSI PURIASIH, PT
2007;SB;2007SB;Surety Bond;ASURANSI PURNA ARTANUGRAHA, PT;ASURANSI PURNA ARTANUGRAHA, PT;0.4;0.00625;;0.0025;0.35;0;0.00625;0;1;01/01/2007;31/12/2007;2007Surety Bond;2007Surety BondASURANSI PURNA ARTANUGRAHA, PT
2007;SB;2007SB;Surety Bond;ATRADIUS-RE;ATRADIUS-RE;0.4;0.25;;0.1;0.325;0;0.25;0;1;01/01/2007;31/12/2007;2007Surety Bond;2007Surety BondATRADIUS-RE
2007;SB;2007SB;Surety Bond;PARTNER REINSURANCE EUROPE LTD.;PARTNER REINSURANCE EUROPE LTD.;0.4;0.5;;0.2;0.325;0;0.5;0;1;01/01/2007;31/12/2007;2007Surety Bond;2007Surety BondPARTNER REINSURANCE EUROPE LTD.
2007;SB;2007SB;Surety Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.4;0.15625;;0.0625;0.35;0;0.15625;0;1;01/01/2007;31/12/2007;2007Surety Bond;2007Surety BondREASURANSI NASIONAL INDONESIA, PT
2008;TRC;2008TRC;Asuransi Kredit Perdagangan;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.55;0.018181818;;0.01;0.325;0;0.018181818;0;1;01/01/2008;31/12/2008;2008Asuransi Kredit Perdagangan;2008Asuransi Kredit PerdaganganASURANSI ASEI INDONESIA, PT
2008;TRC;2008TRC;Asuransi Kredit Perdagangan;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.55;0.018181818;;0.01;0.325;0;0.018181818;0;1;01/01/2008;31/12/2008;2008Asuransi Kredit Perdagangan;2008Asuransi Kredit PerdaganganASURANSI BUMIPUTERA MUDA, PT
2008;TRC;2008TRC;Asuransi Kredit Perdagangan;ASURANSI JASA INDONESIA, PT;ASURANSI JASA INDONESIA, PT;0.55;0.054545455;;0.03;0.27;0;0.054545455;0;1;01/01/2008;31/12/2008;2008Asuransi Kredit Perdagangan;2008Asuransi Kredit PerdaganganASURANSI JASA INDONESIA, PT
2008;TRC;2008TRC;Asuransi Kredit Perdagangan;ATRADIUS-RE;ATRADIUS-RE;0.55;0.272727273;;0.15;0.3;0;0.272727273;0;1;01/01/2008;31/12/2008;2008Asuransi Kredit Perdagangan;2008Asuransi Kredit PerdaganganATRADIUS-RE
2008;TRC;2008TRC;Asuransi Kredit Perdagangan;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;0.55;0.363636364;;0.2;0.27;0;0.363636364;0;1;01/01/2008;31/12/2008;2008Asuransi Kredit Perdagangan;2008Asuransi Kredit PerdaganganMUNICH REINSURANCE COMPANY KONINGINSTRASSE 107
2008;TRC;2008TRC;Asuransi Kredit Perdagangan;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.55;0.272727273;;0.15;0.35;0;0.272727273;0;1;01/01/2008;31/12/2008;2008Asuransi Kredit Perdagangan;2008Asuransi Kredit PerdaganganREASURANSI NASIONAL INDONESIA, PT
2008;CB;2008CB;Customs Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.15;1;;0.15;0.3;0;1;0;1;01/01/2008;31/12/2008;2008Customs Bond;2008Customs BondREASURANSI NASIONAL INDONESIA, PT
2008;KUK;2008KUK;Kredit Usaha Kecil Konvensional;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.06;0.166666667;;0.01;0.2;0;0.166666667;0;1;01/01/2008;31/12/2008;2008Kredit Usaha Kecil Konvensional;2008Kredit Usaha Kecil KonvensionalASURANSI ASEI INDONESIA, PT
2008;KUK;2008KUK;Kredit Usaha Kecil Konvensional;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.06;0.833333333;;0.05;0.2;0;0.833333333;0;1;01/01/2008;31/12/2008;2008Kredit Usaha Kecil Konvensional;2008Kredit Usaha Kecil KonvensionalREASURANSI NASIONAL INDONESIA, PT
2008;SB;2008SB;Surety Bond;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.4;0.0125;;0.005;0.35;0;0.0125;0;1;01/01/2008;31/12/2008;2008Surety Bond;2008Surety BondASURANSI ASEI INDONESIA, PT
2008;SB;2008SB;Surety Bond;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.4;0.05;;0.02;0.35;0;0.05;0;1;01/01/2008;31/12/2008;2008Surety Bond;2008Surety BondASURANSI BUMIPUTERA MUDA, PT
2008;SB;2008SB;Surety Bond;ASURANSI JASA INDONESIA, PT;ASURANSI JASA INDONESIA, PT;0.4;0.0375;;0.015;0.35;0;0.0375;0;1;01/01/2008;31/12/2008;2008Surety Bond;2008Surety BondASURANSI JASA INDONESIA, PT
2008;SB;2008SB;Surety Bond;ATRADIUS-RE;ATRADIUS-RE;0.4;0.25;;0.1;0.325;0;0.25;0;1;01/01/2008;31/12/2008;2008Surety Bond;2008Surety BondATRADIUS-RE
2008;SB;2008SB;Surety Bond;BRINGIN SEJAHTERA ARTAMAKMUR, PT;BRINGIN SEJAHTERA ARTAMAKMUR, PT;0.4;0.025;;0.01;0.35;0;0.025;0;1;01/01/2008;31/12/2008;2008Surety Bond;2008Surety BondBRINGIN SEJAHTERA ARTAMAKMUR, PT
2008;SB;2008SB;Surety Bond;PARTNER REINSURANCE EUROPE LTD.;PARTNER REINSURANCE EUROPE LTD.;0.4;0.375;;0.15;0.325;0;0.375;0;1;01/01/2008;31/12/2008;2008Surety Bond;2008Surety BondPARTNER REINSURANCE EUROPE LTD.
2008;SB;2008SB;Surety Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.4;0.25;;0.1;0.35;0;0.25;0;1;01/01/2008;31/12/2008;2008Surety Bond;2008Surety BondREASURANSI NASIONAL INDONESIA, PT
2009;TRC;2009TRC;Asuransi Kredit Perdagangan;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.55;0.018181818;;0.01;0.35;0;0.018181818;0;1;01/01/2009;31/12/2009;2009Asuransi Kredit Perdagangan;2009Asuransi Kredit PerdaganganASURANSI ASEI INDONESIA, PT
2009;TRC;2009TRC;Asuransi Kredit Perdagangan;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.55;0.018181818;;0.01;0.325;0;0.018181818;0;1;01/01/2009;31/12/2009;2009Asuransi Kredit Perdagangan;2009Asuransi Kredit PerdaganganASURANSI BUMIPUTERA MUDA, PT
2009;TRC;2009TRC;Asuransi Kredit Perdagangan;ASURANSI JASA INDONESIA, PT;ASURANSI JASA INDONESIA, PT;0.55;0.054545455;;0.03;0.27;0;0.054545455;0;1;01/01/2009;31/12/2009;2009Asuransi Kredit Perdagangan;2009Asuransi Kredit PerdaganganASURANSI JASA INDONESIA, PT
2009;TRC;2009TRC;Asuransi Kredit Perdagangan;ATRADIUS-RE;ATRADIUS-RE;0.55;0.272727273;;0.15;0.3;0;0.272727273;0;1;01/01/2009;31/12/2009;2009Asuransi Kredit Perdagangan;2009Asuransi Kredit PerdaganganATRADIUS-RE
2009;TRC;2009TRC;Asuransi Kredit Perdagangan;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;0.55;0.363636364;;0.2;0.27;0;0.363636364;0;1;01/01/2009;31/12/2009;2009Asuransi Kredit Perdagangan;2009Asuransi Kredit PerdaganganMUNICH REINSURANCE COMPANY KONINGINSTRASSE 107
2009;TRC;2009TRC;Asuransi Kredit Perdagangan;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.55;0.272727273;;0.15;0.35;0;0.272727273;0;1;01/01/2009;31/12/2009;2009Asuransi Kredit Perdagangan;2009Asuransi Kredit PerdaganganREASURANSI NASIONAL INDONESIA, PT
2009;CB;2009CB;Customs Bond;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.15;0.133333333;;0.02;0.35;0;0.133333333;0;1;01/01/2009;31/12/2009;2009Customs Bond;2009Customs BondASURANSI BUMIPUTERA MUDA, PT
2009;CB;2009CB;Customs Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.15;0.866666667;;0.13;0.35;0;0.866666667;0;1;01/01/2009;31/12/2009;2009Customs Bond;2009Customs BondREASURANSI NASIONAL INDONESIA, PT
2009;KBG;2009KBG;Kontra Bank Garansi;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.283;0.070671378;;0.02;0.35;0;0.070671378;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiASURANSI ASEI INDONESIA, PT
2009;KBG;2009KBG;Kontra Bank Garansi;ASURANSI BERDIKARI, PT;ASURANSI BERDIKARI, PT;0.283;0.035335689;;0.01;0.35;0;0.035335689;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiASURANSI BERDIKARI, PT
2009;KBG;2009KBG;Kontra Bank Garansi;ASURANSI BUANA INDEPENDENT, PT;ASURANSI BUANA INDEPENDENT, PT;0.283;0.035335689;;0.01;0.35;0;0.035335689;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiASURANSI BUANA INDEPENDENT, PT
2009;KBG;2009KBG;Kontra Bank Garansi;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.283;0.070671378;;0.02;0.35;0;0.070671378;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiASURANSI BUMIPUTERA MUDA, PT
2009;KBG;2009KBG;Kontra Bank Garansi;ASURANSI JASA INDONESIA, PT;ASURANSI JASA INDONESIA, PT;0.283;0.070671378;;0.02;0.35;0;0.070671378;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiASURANSI JASA INDONESIA, PT
2009;KBG;2009KBG;Kontra Bank Garansi;ASURANSI TUGU PRATAMA INDONESIA, PT;ASURANSI TUGU PRATAMA INDONESIA, PT;0.283;0.070671378;;0.02;0.35;0;0.070671378;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiASURANSI TUGU PRATAMA INDONESIA, PT
2009;KBG;2009KBG;Kontra Bank Garansi;BRINGIN SEJAHTERA ARTAMAKMUR, PT;BRINGIN SEJAHTERA ARTAMAKMUR, PT;0.283;0.010600707;;0.003;0.35;0;0.010600707;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiBRINGIN SEJAHTERA ARTAMAKMUR, PT
2009;KBG;2009KBG;Kontra Bank Garansi;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.283;0.530035336;;0.15;0.35;0;0.530035336;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiREASURANSI NASIONAL INDONESIA, PT
2009;KBG;2009KBG;Kontra Bank Garansi;TUGU REASURANSI, PT;TUGU REASURANSI, PT;0.283;0.106007067;;0.03;0.35;0;0.106007067;0;1;01/01/2009;31/12/2009;2009Kontra Bank Garansi;2009Kontra Bank GaransiTUGU REASURANSI, PT
2009;KUK;2009KUK;Kredit Usaha Kecil Konvensional;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.06;0.166666667;;0.01;0.25;0;0.166666667;0;1;01/01/2009;31/12/2009;2009Kredit Usaha Kecil Konvensional;2009Kredit Usaha Kecil KonvensionalASURANSI ASEI INDONESIA, PT
2009;KUK;2009KUK;Kredit Usaha Kecil Konvensional;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.06;0.833333333;;0.05;0.25;0;0.833333333;0;1;01/01/2009;31/12/2009;2009Kredit Usaha Kecil Konvensional;2009Kredit Usaha Kecil KonvensionalREASURANSI NASIONAL INDONESIA, PT
2009;SB;2009SB;Surety Bond;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.293;0.017064846;;0.005;0.35;0;0.017064846;0;1;01/01/2009;31/12/2009;2009Surety Bond;2009Surety BondASURANSI ASEI INDONESIA, PT
2009;SB;2009SB;Surety Bond;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.293;0.068259386;;0.02;0.35;0;0.068259386;0;1;01/01/2009;31/12/2009;2009Surety Bond;2009Surety BondASURANSI BUMIPUTERA MUDA, PT
2009;SB;2009SB;Surety Bond;ASURANSI JASA INDONESIA, PT;ASURANSI JASA INDONESIA, PT;0.293;0.051194539;;0.015;0.35;0;0.051194539;0;1;01/01/2009;31/12/2009;2009Surety Bond;2009Surety BondASURANSI JASA INDONESIA, PT
2009;SB;2009SB;Surety Bond;ATRADIUS-RE;ATRADIUS-RE;0.293;0.170648464;;0.05;0.325;0;0.170648464;0;1;01/01/2009;31/12/2009;2009Surety Bond;2009Surety BondATRADIUS-RE
2009;SB;2009SB;Surety Bond;BRINGIN SEJAHTERA ARTAMAKMUR, PT;BRINGIN SEJAHTERA ARTAMAKMUR, PT;0.293;0.010238908;;0.003;0.35;0;0.010238908;0;1;01/01/2009;31/12/2009;2009Surety Bond;2009Surety BondBRINGIN SEJAHTERA ARTAMAKMUR, PT
2009;SB;2009SB;Surety Bond;PARTNER REINSURANCE EUROPE LTD.;PARTNER REINSURANCE EUROPE LTD.;0.293;0.341296928;;0.1;0.325;0;0.341296928;0;1;01/01/2009;31/12/2009;2009Surety Bond;2009Surety BondPARTNER REINSURANCE EUROPE LTD.
2009;SB;2009SB;Surety Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.293;0.341296928;;0.1;0.35;0;0.341296928;0;1;01/01/2009;31/12/2009;2009Surety Bond;2009Surety BondREASURANSI NASIONAL INDONESIA, PT
2010;TRC;2010TRC;Asuransi Kredit Perdagangan;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.55;0.018181818;;0.01;0.35;0;0.018181818;0;1;01/01/2010;31/12/2010;2010Asuransi Kredit Perdagangan;2010Asuransi Kredit PerdaganganASURANSI ASEI INDONESIA, PT
2010;TRC;2010TRC;Asuransi Kredit Perdagangan;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.55;0.018181818;;0.01;0.325;0;0.018181818;0;1;01/01/2010;31/12/2010;2010Asuransi Kredit Perdagangan;2010Asuransi Kredit PerdaganganASURANSI BUMIPUTERA MUDA, PT
2010;TRC;2010TRC;Asuransi Kredit Perdagangan;ASURANSI JASA INDONESIA, PT;ASURANSI JASA INDONESIA, PT;0.55;0.054545455;;0.03;0.27;0;0.054545455;0;1;01/01/2010;31/12/2010;2010Asuransi Kredit Perdagangan;2010Asuransi Kredit PerdaganganASURANSI JASA INDONESIA, PT
2010;TRC;2010TRC;Asuransi Kredit Perdagangan;ATRADIUS-RE;ATRADIUS-RE;0.55;0.272727273;;0.15;0.27;0;0.272727273;0;1;01/01/2010;31/12/2010;2010Asuransi Kredit Perdagangan;2010Asuransi Kredit PerdaganganATRADIUS-RE
2010;TRC;2010TRC;Asuransi Kredit Perdagangan;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;MUNICH REINSURANCE COMPANY KONINGINSTRASSE 107;0.55;0.363636364;;0.2;0.27;0;0.363636364;0;1;01/01/2010;31/12/2010;2010Asuransi Kredit Perdagangan;2010Asuransi Kredit PerdaganganMUNICH REINSURANCE COMPANY KONINGINSTRASSE 107
2010;TRC;2010TRC;Asuransi Kredit Perdagangan;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.55;0.272727273;;0.15;0.35;0;0.272727273;0;1;01/01/2010;31/12/2010;2010Asuransi Kredit Perdagangan;2010Asuransi Kredit PerdaganganREASURANSI NASIONAL INDONESIA, PT
2010;CB;2010CB;Customs Bond;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.15;0.133333333;;0.02;0.35;0;0.133333333;0;1;01/01/2010;31/12/2010;2010Customs Bond;2010Customs BondASURANSI BUMIPUTERA MUDA, PT
2010;CB;2010CB;Customs Bond;REASURANSI NASIONAL INDONESIA, PT;REASURANSI NASIONAL INDONESIA, PT;0.15;0.866666667;;0.13;0.35;0;0.866666667;0;1;01/01/2010;31/12/2010;2010Customs Bond;2010Customs BondREASURANSI NASIONAL INDONESIA, PT
2010;KBG;2010KBG;Kontra Bank Garansi;ASURANSI ASEI INDONESIA, PT;ASURANSI ASEI INDONESIA, PT;0.25;0.08;;0.02;0.35;0;0.08;0;1;01/01/2010;31/12/2010;2010Kontra Bank Garansi;2010Kontra Bank GaransiASURANSI ASEI INDONESIA, PT
2010;KBG;2010KBG;Kontra Bank Garansi;ASURANSI BERDIKARI, PT;ASURANSI BERDIKARI, PT;0.25;0.04;;0.01;0.35;0;0.04;0;1;01/01/2010;31/12/2010;2010Kontra Bank Garansi;2010Kontra Bank GaransiASURANSI BERDIKARI, PT
2010;KBG;2010KBG;Kontra Bank Garansi;ASURANSI BUANA INDEPENDENT, PT;ASURANSI BUANA INDEPENDENT, PT;0.25;0.04;;0.01;0.35;0;0.04;0;1;01/01/2010;31/12/2010;2010Kontra Bank Garansi;2010Kontra Bank GaransiASURANSI BUANA INDEPENDENT, PT
2010;KBG;2010KBG;Kontra Bank Garansi;ASURANSI BUMIPUTERA MUDA, PT;ASURANSI BUMIPUTERA MUDA, PT;0.25;0.11;;0.0275;0.35;0;0.11;0;1;01/01/2010;31/12/2010;2010Kontra Bank Garansi;2010Kontra Bank GaransiASURANSI BUMIPUTERA MUDA, PT
2010;KBG;2010KBG;Kontra Bank Garansi;ASURANSI JASA INDONESIA, PT;ASURANSI JASA INDONESIA, PT;0.25;0.08;;0.02;0.35;0;0.08;0;1;01/01/2010;31/12/2010;2010Kontra Bank Garansi;2010Kontra Bank GaransiASURANSI JASA INDONESIA, PT
2010;KBG;2010KBG;Kontra Bank Garansi;ASURANSI TUGU PRATAMA INDONESIA, PT;ASURANSI TUGU PRATAMA INDONESIA, PT;0.25;0.08;;0.02;0.35;0;0.08;0;1;01/01/2010;31/12/2010;2010Kontra Bank Garansi;2010Kontra Bank GaransiASURANSI TUGU PRATAMA INDONESIA, PT
